Country,object
Australia,Q Technology Group Limited -QTG.AX
Germany,"QUALCOMM INC. DL-,0001 -QCI.BE"
Germany,Quirin Privatbank AG Inhaber-Ak -QB7.SG
Australia,Quickstep Holdings Limited -QHL.AX
Germany,Soc.Quimica y Min.de Chile SA R -QYM.SG
Germany,QSC AG Namens-Aktien o.N. -QSC.SG
Germany,QSC AG NA O.N. -QSC.HA
Germany,QSC AG NA O.N. -QSC.DU
Germany,"STRAUMANN HLDG NA SF 0,10 -QS5.DU"
Mexico,"Quálitas Controladora, S.A.B. de C.V. -Q.MX"
Germany,QUALCOMM INC. Registered Shares -QCI.SG
Germany,STRAUMANN HOLDING AG Namens-Akt -QS5.SG
Germany,QSC AG NA O.N. -QSC.BE
Australia,Queensland Mining Corporation Limited -QMN.AX
Germany,QUALCOMM Incorporated -QCI.DE
Australia,Queste Communications Ltd -QUE.AX
Germany,"QUALCOMM INC. DL-,0001 -QCI.HA"
Germany,"QIAGEN NV EO -,01 -QIA.BE"
USA,Vornado Realty Trust -VNO
USA,Whitestone REIT -WSR
USA,Sabine Royalty Trust -SBR
USA,"Rudolph Technologies, Inc. -RTEC"
USA,Trecora Resources -TREC
USA,"Transcontinental Realty Investors, Inc. -TCI"
USA,"Independence Realty Trust, Inc. -IRT"
USA,Saratoga Resources Inc. -SARA
USA,"RenovaCare, Inc. -RCAR"
USA,"Rackwise, Inc. -RACK"
USA,Reliabrand Inc. -RLIA
USA,"Regenicin, Inc. -RGIN"
USA,Rainbow Coral Corp. -RBCC
USA,Sharpe Resources Corp. -SHGP
USA,"West Texas Resources, Inc. -WTXR"
USA,"Western Capital Resources, Inc. -WCRS"
USA,"Trailblazer Resources, Inc. -TBLZ"
USA,"Rand Worldwide, Inc. -RWWI"
USA,"Rightscorp, Inc. -RIHT"
USA,"Rangeford Resources, Inc. -RGFR"
USA,"Repro Med Systems, Inc. -REPR"
USA,"Verde Resources, Inc. -VRDR"
USA,"Reflect Scientific, Inc. -RSCF"
USA,"Relmada Therapeutics, Inc. -RLMD"
USA,Rémy Cointreau SA -REMYF
USA,RINO International Corporation -RINO
USA,"Valmie Resources, Inc. -VMRI"
USA,"Ultimate Rack, Inc. -UTMR"
Australia,Rox Resources Limited -RXL.AX
USA,Redwood Capital Bancorp -RWCB
India,Ruchi Soya Industries Limited -RUCHISOYA.NS
USA,"Research Solutions, Inc. -RSSS"
USA,ROI Land Investments Ltd. -ROII
Australia,ResMed Inc. -RMD.AX
Australia,Rhipe Limited -RHP.AX
Australia,REFFIND Ltd -RFN.AX
USA,"Remedent, Inc. -REMI"
Australia,Red 5 Limited -RED.AX
Australia,RCR Tomlinson Limited -RCR.AX
USA,"BlueFire Renewables, Inc. -BFRE"
Australia,Venturex Resources Limited -VXR.AX
India,Indoco Remedies Limited -INDOCO.NS
Australia,Gage Roads Brewing Co Limited -GRB.AX
Australia,Cradle Resources Limited -CXX.AX
Australia,Crown Resorts Limited -CWN.AX
Mexico,"Crédito Real, S.A.B. de C.V., Sociedad Financiera de Objeto Múltiple, Entidad Regulada -CREAL.MX"
Australia,CI Resources Limited -CII.AX
USA,Ranger Gold Corp. -RNGC
Australia,Cazaly Resources Limited -CAZ.AX
Australia,Canyon Resources Limited -CAY.AX
Australia,Crusader Resources Limited -CAS.AX
Australia,Beadell Resources Limited -BDR.AX
Australia,Andromeda Metals Limited -ADN.AX
Australia,Xstate Resources Limited -XST.AX
Australia,WPG Resources Ltd -WPG.AX
Australia,West African Resources Limited -WAF.AX
Australia,Village Roadshow Limited -VRL.AX
Australia,Artemis Resources Limited -ARV.AX
Australia,"Uranium Resources, Inc. -URI.AX"
Germany,"UNILEVER EO-,16 N.Y.SHS 1 -UNIN.BE"
Australia,Tyranna Resources Limited -TYX.AX
Australia,Tanga Resources Limited -TRL.AX
Germany,TELECOM ITALIA RNC -TQIR.BE
Australia,Torian Resources Limited -TNR.AX
Australia,Talga Resources Limited -TLG.AX
India,Texmaco Rail & Engineering Limited -TEXRAIL.NS
Australia,Tasman Resources Ltd -TAS.AX
Australia,Syrah Resources Limited -SYR.AX
Australia,Strike Resources Limited -SRK.AX
Australia,Spitfire Materials Limited -SPI.AX
Australia,Siburan Resources Limited -SBU.AX
Australia,S2 Resources Ltd -S2R.AX
Australia,RXP Services Limited -RXP.AX
USA,"RegalWorks Media, Inc. -RWMI"
Germany,RWE Aktiengesellschaft -RWEA.DE
Australia,Red River Resources Limited -RVR.AX
Australia,"REVA Medical, Inc. -RVA.AX"
USA,TOTAL S.A. -TOT
USA,Sanofi -SNY
USA,Vale S.A. -VALE
USA,SAP SE -SAP
USA,"Telefónica, S.A. -TEF"
USA,YPF Sociedad Anonima -YPF
USA,Trinseo S.A. -TSE
USA,Tenaris S.A. -TS
USA,Ternium S.A. -TX
USA,iStar Inc. -STAR
USA,"Semler Scientific, Inc. -SMLR"
USA,Systemax Inc. -SYX
USA,"Safeguard Scientifics, Inc. -SFE"
USA,Shopify Inc. -SHOP
USA,Surna Inc. -SRNA
USA,Viña Concha y Toro S.A. -VCO
USA,Stevia Corp. -STEV
USA,Spire Corp. -SPIR
USA,"Speed Commerce, Inc. -SPDC"
USA,Vertical Computer Systems Inc. -VCSY
USA,"SurePure, Inc. -SURP"
USA,"SugarMade, Inc. -SGMD"
USA,International Stem Cell Corporation -ISCO
USA,Crawford & Company -CRD-B
USA,"Carbon Sciences, Inc. -CABN"
USA,Umami Sustainable Seafood Inc. -UMAM
USA,"Spindle, Inc. -SPDL"
USA,"Iveda Solutions, Inc. -IVDA"
USA,"Intertech Solutions , Inc. -ITEC"
USA,"China United Insurance Service, Inc. -CUII"
USA,Cloud Security Corporation -CLDS
USA,"CES Synergies, Inc. -CESX"
USA,"SpectraScience, Inc. -SCIE"
USA,Service Team Inc. -SVTE
USA,"Sevion Therapeutics, Inc. -SVON"
USA,"Snap Interactive, Inc. -STVI"
USA,Spiral Toys Inc. -STOY
USA,Sono-Tek Corporation -SOTK
Mexico,Sony Corporation -SNEN.MX
USA,"StemGen, Inc. -SGNI"
USA,"StrikeForce Technologies, Inc. -SFOR"
USA,"Sundance Strategies, Inc. -SUND"
USA,Sterling Consolidated Corp. -STCC
USA,"Sunvalley Solar, Inc. -SSOL"
USA,Synergy CHC Corp. -SNYR
USA,"SmartMetric, Inc. -SMME"
USA,"Skkynet Cloud Systems, Inc. -SKKY"
USA,TransUnion -TRU
USA,"Tremor Video, Inc. -TRMR"
USA,Time Inc. -TIME
USA,"Universal Technical Institute, Inc. -UTI"
USA,"Team, Inc. -TISI"
USA,"Tilly's, Inc. -TLYS"
Taiwan,TXC Corporation -3042.TW
Taiwan,Prime Oil Chemical Service Corporation -2904.TW
Taiwan,"San Fang Chemical Industry Co., Ltd. -1307.TW"
Taiwan,"Tong Hsing Electronic Industries, Ltd. -6271.TW"
USA,"ZOOM Technologies, Inc. -ZOOM"
USA,"Integral Technologies, Inc. -ITKG"
USA,"Concierge Technologies, Inc. -CNCG"
Taiwan,"Aten International CO., Ltd. -6277.TW"
Taiwan,"E.SUN Financial Holding Company, Ltd. -2884.TW"
Taiwan,Taiwan Semiconductor Manufacturing Company Limited -2330.TW
USA,TechPrecision Corporation -TPCS
USA,"Telkonet, Inc. -TKOI"
Taiwan,"Shin Kong Financial Holding Co., Ltd. -2888.TW"
Taiwan,"Hon Hai Precision Industry Co., Ltd. -2317.TW"
Taiwan,"Hong Yi Fiber Ind. Co., Ltd. -1452.TW"
USA,"Vista International Technologies, Inc. -VVIT"
USA,InsPro Technologies Corporation -ITCC
Taiwan,"I-Chiun Precision Industry Co., Ltd. -2486.TW"
Taiwan,United Microelectronics Corporation -2303.TW
Taiwan,Sunspring Metal Corporation -2062.TW
Taiwan,Shiny Chemical Industrial Company Limited -1773.TW
Taiwan,Chung Hsin Electric & Machinery Mfg. Corp. Ltd. -1513.TW
Taiwan,Acelon Chemicals & Fiber Corporation -1466.TW
Taiwan,China Petrochemical Development Corporation -1314.TW
USA,Tix Corporation -TIXC
USA,Tigrent Inc. -TIGE
USA,TransCoastal Corporation -TCEC
USA,"Cavitation Technologies, Inc. -CVAT"
Taiwan,"Ching Feng Home Fashions Co.,Ltd -9935.TW"
Taiwan,Pou Chen Corporation -9904.TW
Taiwan,Cvilux Corporation -8103.TW
Taiwan,"CyberPower Systems, Inc. -3617.TW"
Taiwan,"CTBC Financial Holding Co., Ltd. -2891.TW"
Taiwan,Mega Financial Holding Company Ltd. -2886.TW
Taiwan,"Hanpin Electron Co., Ltd. -2488.TW"
Taiwan,"Chunghwa Picture Tubes, Ltd. -2475.TW"
Taiwan,MediaTek Inc. -2454.TW
Taiwan,AU Optronics Corp. -2409.TW
Taiwan,"Cheng Uei Precision Industry Co., Ltd. -2392.TW"
Taiwan,Quanta Computer Inc. -2382.TW
Taiwan,"Chin Poon Industrial Co., Ltd. -2355.TW"
Taiwan,"Siliconware Precision Industries Co., Ltd. -2325.TW"
Taiwan,Shihlin Electric & Engineering Corporation -1503.TW
Taiwan,"Yonyu Plastics Co., Ltd. -1323.TW"
Taiwan,Asia Cement Corporation -1102.TW
USA,"Zoom Telephonics, Inc. -ZMTP"
USA,24Holdings Inc. -TWFH
USA,"Taylor Consulting, Inc. -TAYO"
USA,Cynk Technology Corp. -CYNK
USA,"Changing Technologies, Inc. -CHGT"
USA,Capstone Therapeutics Corp. -CAPS
USA,biOasis Technologies Inc. -BIOAF
Taiwan,Shin Hai Gas Corporation -9926.TW
Taiwan,"Walton Advanced Engineering, Inc. -8110.TW"
Taiwan,"Taiflex Scientific Co., Ltd. -8039.TW"
Taiwan,Formosa Petrochemical Corporation -6505.TW
Taiwan,Radiant Opto-Electronics Corporation -6176.TW
Taiwan,"I-Sheng Electric Wire & Cable Co., Ltd. -6115.TW"
Taiwan,"TOPCO Scientific Co., Ltd. -5434.TW"
Taiwan,"Gemtek Technology Co., Ltd. -4906.TW"
Taiwan,Alpha Networks Inc. -3380.TW
Taiwan,"ZongTai Real Estate Development Co., Ltd. -3056.TW"
Taiwan,Unimicron Technology Corporation -3037.TW
Taiwan,Zenitron Corporation -3028.TW
Taiwan,"Fubon Financial Holding Co., Ltd. -2881.TW"
Taiwan,Far Eastern International Bank Ltd. -2845.TW
Taiwan,EVA Airways Corp. -2618.TW
Taiwan,"Hong Pu Real Estate Development CO.,LTD. -2536.TW"
Taiwan,"Unity Opto Technology Co., Ltd. -2499.TW"
Taiwan,"AmTRAN Technology Co.,Ltd -2489.TW"
Taiwan,EPISTAR corporation -2448.TW
Taiwan,"Thinking Electronic Industrial Co., Ltd. -2428.TW"
Taiwan,"United Integrated Services Co., Ltd. -2404.TW"
Taiwan,Chroma ATE Inc. -2360.TW
Taiwan,"Macronix International Co., Ltd. -2337.TW"
Taiwan,D-Link Corporation -2332.TW
Taiwan,"Delta Electronics, Inc. -2308.TW"
Taiwan,Lite-On Technology Corporation -2301.TW
Taiwan,Cheng Loong Corporation -1904.TW
Taiwan,Taiwan Glass Ind. Corp. -1802.TW
Taiwan,Sesoda Corporation -1708.TW
Taiwan,"Hunya Foods Co., Ltd. -1236.TW"
Taiwan,AGV Products Corporation -1217.TW
Taiwan,Taiwan Cement Corp. -1101.TW
Germany,UTD TECHN. DL 1 -UTC1.BE
Mexico,Time Warner Inc. -TWX.MX
USA,Trans World Corporation -TWOC
USA,Tri-Valley Bank -TRVB
USA,Tropic International Inc. -TRPO
Mexico,TOTAL S.A. -TOTN.MX
USA,TelVue Corp. -TEVE
USA,Univar Inc. -UNVR
USA,"Urologix, Inc. -ULGX"
USA,"UTG, Inc. -UTGN"
Mexico,Costco Wholesale Corporation -COST.MX
USA,United Cannabis Corporation -CNAB
Mexico,United States Steel Corporation -X.MX
Germany,Volkswagen Aktiengesellschaft -VOW5.DE
Mexico,Vale S.A. -VALEN.MX
Mexico,"United Continental Holdings, Inc. -UAL.MX"
Mexico,Southern Copper Corporation -SCCO.MX
Mexico,Intel Corporation -INTC.MX
Germany,"BIOGEN INC. DL -,0005 -IDP.DU"
Mexico,"The Gap, Inc. -GPS.MX"
Germany,"Gilead Sciences, Inc. -GIS.DE"
Mexico,"Gilead Sciences, Inc. -GILD.MX"
Mexico,"Cisco Systems, Inc. -CSCO.MX"
Mexico,"Chipotle Mexican Grill, Inc. -CMG.MX"
Germany,Chevron Corporation -CHV.DE
Germany,Celgene Corporation -CG3.DE
Mexico,Citigroup Inc. -C.MX
Mexico,"Baidu, Inc. -BIDUN.MX"
Mexico,Barclays PLC -BCSN.MX
Mexico,"Best Buy Co., Inc. -BBY.MX"
Mexico,Bed Bath & Beyond Inc. -BBBY.MX
Germany,Verizon Communications Inc. -BAC.DE
Mexico,The Boeing Company -BA.MX
Mexico,"Activision Blizzard, Inc. -ATVI.MX"
Mexico,"Amazon.com, Inc. -AMZN.MX"
Germany,Allianz SE -ALVA.DE
Mexico,"American International Group, Inc. -AIG.MX"
USA,"ADM Tronics Unlimited, Inc. -ADMT"
Germany,Archer-Daniels-Midland Company -ADM.DE
Mexico,ABB Ltd -ABBN.MX
Germany,Zurich Insurance Group AG -ZFI1.DE
Mexico,The Western Union Company -WU.MX
Germany,"WAL-MART STRS DL-,10 -WMT.BE"
Mexico,Whirlpool Corporation -WHR.MX
Germany,Volkswagen AG Vorzugsaktien (Sp -VOW5.SG
Germany,VOLKSWAGEN AG Nam.-Aktien (Sp.A -VOW4.SG
Germany,Volkswagen Aktiengesellschaft -VOW4.DE
Mexico,Visa Inc. -V.MX
Mexico,United Technologies Corporation -UTX.MX
India,Uttam Value Steels Limited -UTTAMVALUE.NS
India,Uttam Galva Steels Limited -UTTAMSTL.NS
Germany,United Technologies Corporation -UTC1.DE
India,Usha Martin Limited -USHAMART.NS
USA,"United States Basketball League, Inc. -USBL"
Australia,Uraniumsa Limited -USA.AX
Germany,Union Pacific Corporation -UNP.DE
India,Unitech Limited -UNITECH.NS
India,Uniply Industries Limited -UNIPLY.NS
India,Usha Martin Education & Solutions Limited -UMESLTD.NS
Mexico,Unilever PLC -ULN.MX
India,The Ugar Sugar Works Limited -UGARSUGAR.NS
Australia,Urbanise.com Limited -UBN.AX
USA,United American Bank -UABK
Mexico,"Twitter, Inc. -TWTR.MX"
Mexico,"Tesla, Inc. -TSLA.MX"
Mexico,"The Travelers Companies, Inc. -TRV.MX"
Germany,Tata Motors Limited -TATB.DE
Germany,Toyota Motor Corporation -TOMA.DE
Germany,"Telefónica, S.A. -TNE2.DE"
Mexico,Toyota Motor Corporation -TMN.MX
Mexico,Telecom Italia S.p.A. -TIN.MX
USA,USCorp -USCS
Mexico,Target Corporation -TGT.MX
Mexico,Teva Pharmaceutical Industries Limited -TEVAN.MX
Germany,Teva Pharmaceutical Industries Limited -TEV.DE
Germany,TEVA PHARMACEUT. ADR -TEV.BE
Germany,STRYKER CORP. Registered Shares -SYK.SG
Mexico,State Street Corporation -STT.MX
Germany,"SAMSUNG EL.0,5GDRS NV PFD -SSUN.DU"
Germany,"SAMSUNG EL.0,5GDRS NV PFD -SSUN.BE"
Germany,"Samsung Electronics Co., Ltd. -SSU.SG"
Germany,STARBUCKS CORP. -SRB.HA
Germany,STARBUCKS CORP. -SRB.DU
Germany,Starbucks Corporation -SRB.DE
Germany,STARBUCKS CORP. -SRB.BE
USA,"SocialPlay USA, Inc. -SPLY"
Germany,AT + T INC. DL 1 -SOBA.DU
Germany,Sanofi -SNW2.DE
Germany,SBERBANK ADR REGS/4 RL3 -SBNC.DU
Germany,SAP SE ADR/1 O.N. -SAPA.DU
Germany,RAYTHEON CO. Registered Shares -RTN1.SG
Germany,Rio Tinto plc -RIOA.DE
Mexico,Regal Entertainment Group -RGC.MX
Germany,"Repsol, S.A. -REPA.DE"
Mexico,Prudential plc -PUKN.MX
Germany,"PROCTER & GAMBLE CO., THE Regis -PRG.SG"
Germany,The Procter & Gamble Company -PRG.DE
Mexico,"Prologis, Inc. -PLD.MX"
Germany,"ALTRIA GRP INC. DL-,333 -PHM7.HA"
Germany,"ALTRIA GRP INC. DL-,333 -PHM7.BE"
Mexico,"PulteGroup, Inc. -PHM.MX"
Germany,PFIZER INC. Registered Shares D -PFE.SG
Mexico,Pfizer Inc. -PFE.MX
Germany,PEPSICO INC. Registered Shares -PEP.SG
Germany,"PEPSICO INC. DL-,0166 -PEP.DU"
Germany,"Pepsico, Inc. -PEP.DE"
Germany,The Priceline Group Inc. -PCE1.DE
Mexico,Petróleo Brasileiro S.A. - Petrobras -PBRN.MX
Germany,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft -MUVB.DE
Mexico,"Micron Technology, Inc. -MU.MX"
Germany,"MICRON TECHN. INC. DL-,10 -MTE.BE"
Germany,"MICROSOFT DL-,00000625 -MSF.BE"
Mexico,Morgan Stanley -MS.MX
Germany,"MONSANTO CO. DL-,01 -MOO.DU"
Germany,"MONSANTO CO. DL-,01 -MOO.BE"
Mexico,Monsanto Company -MON.MX
Mexico,"Altria Group, Inc. -MO.MX"
Germany,3M Company -MMM.DE
Germany,"3M CO. DL-,01 -MMM.BE"
Mexico,MGM Resorts International -MGM.MX
Mexico,"Mercadolibre, Inc. -MELIN.MX"
Mexico,McDonald's Corporation -MCD.MX
Mexico,Mastercard Incorporated -MA.MX
Mexico,Lloyds Banking Group plc -LYGN.MX
Germany,Eli Lilly and Company -LLY.DE
Mexico,International Paper Company -IP.MX
Germany,International Paper Company -INP.DE
Germany,"ING GP NV SP.ADR/1 EO-,24 -INNA.BE"
Mexico,"Illumina, Inc. -ILMN.MX"
Germany,INFINEON TECHNOLOGIES ADR -IFXA.BE
Germany,Biogen Inc. -IDP.DE
Germany,"INTL BUS. MACH. DL-,20 -IBM.BE"
Mexico,Hyundai Motor Company -HYUDN.MX
Germany,Hannover Rück SE -HNRB.DE
Germany,Hecla Mining Company -HCL.DE
Germany,"HECLA MNG DL-,25 -HCL.BE"
Germany,HSBC Holdings plc -HBC2.DE
Germany,"HALLIBURTON CO. DL 2,50 -HAL.BE"
Mexico,"The Goldman Sachs Group, Inc. -GS.MX"
Germany,"General Mills, Inc. -GRM.DE"
Germany,"The Goldman Sachs Group, Inc. -GOS.DE"
Mexico,Alphabet Inc. -GOOGL.MX
Mexico,General Motors Company -GM.MX
Germany,"CORNING INC. DL -,50 -GLW.BE"
Germany,"GILEAD SCIENCES DL-,001 -GIS.BE"
Mexico,Gerdau S.A. -GGBN.MX
Australia,Garda Diversified Property Fund -GDF.AX
Germany,GAZPROM ADR SP./2 RL 5L 5 -GAZ.DU
Germany,GAZPROM ADR SP./2 RL 5L 5 -GAZ.BE
Germany,Fresenius Medical Care KGaA Nam -FMEA.SG
Germany,Ford Motor Company -FMC1.DE
Germany,FedEx Corporation -FDX.DE
Germany,Evotec AG -EVTA.DE
Germany,E.ON SE O.N. ADR -EOAA.BE
Germany,ENI S.P.A. ADR/2 EO 1 -ENI1.BE
Mexico,Eni S.p.A. -EN.MX
Mexico,Emerson Electric Co. -EMR.MX
Mexico,eBay Inc. -EBAY.MX
Germany,DEUTSCHE TELEKOM AG Namens-Akti -DTEA.SG
Germany,Statoil ASA -DNQA.DE
Mexico,"Dollar Tree, Inc. -DLTR.MX"
Mexico,DISH Network Corporation -DISH.MX
USA,"DanDrit Biotech USA, Inc. -DDRT"
Germany,"DANAHER CORP. DL-,01 -DAP.DU"
Germany,Danaher Corporation -DAP.DE
Mexico,Chevron Corporation -CVX.MX
India,City Union Bank Limited -CUB.NS
Mexico,CPFL Energia S.A. -CPLN.MX
Mexico,ConocoPhillips -COP.MX
USA,"CLS Holdings USA, Inc. -CLSH"
Mexico,Colgate-Palmolive Company -CL.MX
Germany,"CISCO SYSTEMS DL-,001 -CIS.HA"
Germany,"CISCO SYSTEMS DL-,001 -CIS.BE"
Germany,"CHEVRON CORP. DL-,75 -CHV.DU"
Mexico,Chesapeake Energy Corporation -CHK.MX
Germany,"CELGENE CORP. DL-,01 -CG3.BE"
Germany,Coeur Mining Inc. Registered Sh -CDM1.SG
Mexico,"Avis Budget Group, Inc. -CAR.MX"
Mexico,Banco Santander (Brasil) S.A. -BSBRN.MX
Germany,BRISTOL-MYERS SQUIBB CO. Regist -BRM.SG
Germany,Bristol-Myers Squibb Company -BRM.DE
Mexico,BRF S.A. -BRFSN.MX
Mexico,Bristol-Myers Squibb Company -BMY.MX
Australia,Big Un Limited -BIG.AX
Germany,BHP BILLITON LTD. Reg. Shs (Sp. -BHP.SG
Germany,BOEING CO. DL 5 -BCO.BE
Mexico,Banco Bradesco S.A. -BBDN.MX
Germany,BASF SPONS. ADR 1 -BASA.BE
Mexico,AstraZeneca PLC -AZNN.MX
Mexico,American Express Company -AXP.MX
Germany,APPLIED MATERIALS INC. -AP2.DU
Mexico,Amgen Inc. -AMGN.MX
Germany,Allianz SE V.NAM.-AKT. (SP.ADRS -ALVA.SG
Germany,ALLIANZ SE ADR 1/10/O.N. -ALVA.BE
Germany,HONEYWELL INTL DL1 -ALD.BE
USA,"Valhi, Inc. -VHI"
USA,"Vishay Intertechnology, Inc. -VSH"
USA,"Invent Ventures, Inc. -IDEA"
USA,Vystar Corporation -VYST
USA,"Visualant, Inc. -VSUL"
USA,Validian Corporation -VLDI
USA,"VGTel, Inc. -VGTL"
USA,Blue Valley Ban Corp. -BVBC
USA,"Shengkai Innovations, Inc. -VALV"
USA,Legacy Ventures International Inc. -LGYV
USA,"VizConnect, Inc. -VIZC"
India,Barak Valley Cements Limited -BVCL.NS
USA,"American International Ventures, Inc. -AIVN"
Australia,Vita Group Limited -VTG.AX
India,V.S.T. Tillers Tractors Limited -VSTTILLERS.NS
India,VST Industries Limited -VSTIND.NS
USA,Verify Smart Corp. -VSMR
Mexico,"Valeant Pharmaceuticals International, Inc. -VRXN.MX"
USA,Viatar CTC Solutions Inc. -VRTT
Australia,Velpic Limited -VPC.AX
India,Voltamp Transformers Limited -VOLTAMP.NS
Australia,Vocus Group Limited -VOC.AX
Australia,Vmoto Limited -VMT.AX
Australia,Venus Metals Corporation Limited -VMC.AX
India,Ed & Tech international Limited -VISUINTL.NS
India,VIP Industries Limited -VIPIND.NS
India,Vimta Labs Limited -VIMTALABS.NS
India,Videocon Industries Limited -VIDEOIND.NS
USA,Vaso Corporation -VASO
Mexico,"Grupo Vasconia, S.A.B. -VASCONI.MX"
Australia,Po Valley Energy Limited -PVE.AX
USA,Pacific Valley Bank -PVBK
USA,"Phoenix International Ventures, Inc. -PIVN"
USA,Mission Valley Bancorp -MVLY
India,Hotel Leelaventure Limited -HOTELEELA.NS
India,Hindustan Media Ventures Limited -HMVL.NS
Germany,DRW3.SG -DRW3.SG
Germany,VALE S.A. PFD A -CVLA.BE
Mexico,"Bolsa Mexicana de Valores, S.A.B. de C.V. -BOLSAA.MX"
Germany,BAY.MOTOREN WERKE VZO -BMW3.DU
Mexico,Bombardier Inc. -BBDBN.MX
Australia,Australian Vanadium Limited -AVL.AX
Germany,KSB AG O.N. VZO -KSB3.DU
Germany,VIB VermÃ¶gen AG -VIH.DE
India,VLS Finance Limited -VLSFINANCE.NS
Germany,SHAREHOLD.VAL.BET.NA O.N. -SVE.BE
Germany,Einhell Germany AG -EIN3.DE
Germany,VALE S.A. PFD A -CVLA.DU
Germany,STO SE & Co. KGaA Inhaber-Vorzu -STO3.SG
Mexico,"Banco Bilbao Vizcaya Argentaria, S.A. -BBVA.MX"
Germany,PFEIFFER VACUUM TECH.O.N. -PFV.BE
Germany,VTG AG O.N. -VT9.BE
USA,VIASPACE Green Energy Inc. -VGREF
Germany,Dragerwerk AG & Co. KGaA -DRW3.DE
Germany,VERIZON COMMUNICATIONS INC. Reg -BAC.SG
Germany,MAN SE VZO O.N. -MAN3.DU
Germany,Sixt SE Inhaber-Vorzugsakt. o.S -SIX3.SG
Germany,SARTORIUS AG VZO O.N. -SRT3.BE
India,Valecha Engineering Limited -VALECHAENG.NS
Germany,SIXT SE VZO O.N. -SIX3.DU
Germany,WESTAG & GETALIT AG Inhaber-Vor -WUG3.SG
Germany,VIB VERMOEGEN O.N. -VIH.BE
India,Hinduja Ventures Limited -HINDUJAVEN.NS
Australia,Pura Vida Energy NL -PVD.AX
Germany,EINHELL GERMANY VZO O.N. -EIN3.BE
Germany,VERBIO VER.BIOENERGIE ON -VBK.DU
Germany,BAY.MOTOREN WERKE VZO -BMW3.HA
Mexico,"Corporación Inmobiliaria Vesta, S.A.B. de C.V. -VESTA.MX"
Germany,VOLKSWAGEN AG ADR 1/5/O.N -VOW4.BE
Germany,VECTRON SYSTEMS O.N. -V3S.BE
Australia,Vectus Biosystems Limited -VBS.AX
Germany,RWE AG VZO O.N. -RWE3.HA
Germany,METRO AG VORZUGSAKTIEN O.ST. O. -MEO3.SG
Germany,VTG AG Inhaber-Aktien o.N. -VT9.SG
Germany,PORSCHE AUTOM.HLDG VZO -PAH3.HA
Germany,"Banco Bilbao Vizcaya Argentaria, S.A. -BBVA.DE"
India,V-Mart Retail Limited -VMART.NS
Germany,STO SE+CO.KGAA VZO O.N. -STO3.BE
Australia,Ventnor Resources Limited -VRX.AX
Germany,4SC AG Inhaber-Aktien o.N. -VSC.SG
India,GeeCee Ventures Limited -GEECEE.NS
Germany,SIXT SE VZO O.N. -SIX3.HA
Australia,Vector Resources Limited -VEC.AX
India,Vinyl Chemicals India Ltd. -VINYLINDIA.NS
India,Gujarat Narmada Valley Fertilizers & Chemicals Limited -GNFC.NS
Mexico,VINCI SA -DGN.MX
India,Vesuvius India Limited -VESUVIUS.NS
Germany,WESTAG + GETALIT VZO O.N. -WUG3.BE
India,Vaibhav Global Limited -VAIBHAVGBL.NS
India,Vadilal Industries Limited -VADILALIND.NS
Germany,VOSSLOH AG O.N. -VOS.DU
Germany,VALLOUREC EO 2 -VAC.DU
Germany,Einhell Germany AG Inhaber-Vorz -EIN3.SG
India,Vaswani Industries Limited -VASWANI.NS
Germany,Shareholder Value Beteilig.AG N -SVE.SG
Germany,"LAS VEGAS SANDS DL-,001 -LCR.DU"
Germany,VOLKSWAGEN AG ST O.N. -VOW.HA
Germany,DRAEGERWERK VZO O.N. -DRW3.DU
Germany,VITA 34 AG NA O.N. -V3V.BE
USA,Workiva Inc. -WK
USA,"Wizard World, Inc. -WIZD"
USA,Worlds Inc. -WDDD
USA,"WebSafety, Inc. -WBSI"
USA,Worldwide Strategies Incorporated -WWSG
USA,W&E Source Corp -WESC
Australia,Cleanaway Waste Management Limited -CWY.AX
Taiwan,"Good Will Instrument Co., Ltd. -2423.TW"
Australia,Wollongong Coal Limited -WLC.AX
Australia,Watpac Limited -WTP.AX
USA,"Wall Street Media Co., Inc. -WSCO"
Germany,Woodside Petroleum Ltd -WOPA.DE
Germany,WOODSIDE PET. -WOPA.BE
USA,"William Penn Bancorp, Inc. -WMPN"
Australia,WONHE Multimedia Commerce Limited -WMC.AX
Australia,Wellcom Group Limited -WLL.AX
Australia,Wolf Minerals Limited -WLF.AX
Australia,Wellard Limited -WLD.AX
India,Wipro Limited -WIPRO.NS
India,Wanbury Limited -WANBURY.NS
Australia,Temple & Webster Group Limited -TPW.AX
India,Todays Writing Instruments Limited -TODAYS.NS
Australia,Seven West Media Limited -SWM.AX
Australia,LandMark White Limited -LMW.AX
India,First Winner Industries Limited -FIRSTWIN.NS
Australia,Energy World Corporation Ltd -EWC.AX
USA,Clearford Water Systems Inc. -CLIRF
